GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49
1500000US080310017012,080310017012,"Block Group 2, Census Tract 17.01, Denver County, Colorado",986,240,535,182,0,12,0,12,25,39,0,12,0,12,0,12,0,12,78,124,88,59,180,95,72,67,0,12,35,40,19,29,0,12,0,12,38,44,0,12,0,12,0,12,0,12,0,12,0,12,451,136,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,230,98,55,61,29,45,18,29,0,12,20,31,26,41,73,91,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US080310017013,080310017013,"Block Group 3, Census Tract 17.01, Denver County, Colorado",398,130,303,116,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,29,47,16,26,19,31,18,29,55,53,40,45,32,37,0,12,54,87,0,12,22,27,18,30,0,12,0,12,0,12,95,58,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,28,0,12,0,12,0,12,14,23,18,28,46,38,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US080310017014,080310017014,"Block Group 4, Census Tract 17.01, Denver County, Colorado",1306,287,862,255,0,12,20,33,0,12,0,12,0,12,0,12,0,12,9,15,199,231,107,80,18,30,38,40,54,51,61,56,99,95,35,40,18,28,26,30,21,25,41,49,46,50,70,81,0,12,444,125,21,28,18,25,0,12,0,12,0,12,0,12,0,12,41,49,19,31,0,12,0,12,35,40,28,32,16,24,20,26,33,38,42,51,68,72,0,12,53,49,26,29,8,13,16,27
1500000US080310017015,080310017015,"Block Group 5, Census Tract 17.01, Denver County, Colorado",794,201,439,129,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,24,114,116,59,56,18,29,0,12,49,47,34,37,66,47,0,12,0,12,0,12,30,31,45,39,0,12,0,12,8,13,355,121,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,19,56,65,81,67,0,12,18,28,0,12,36,42,62,57,10,17,21,23,0,12,8,14,7,14,13,21,9,15,22,24
1500000US080310017021,080310017021,"Block Group 1, Census Tract 17.02, Denver County, Colorado",1584,339,923,246,0,12,0,12,0,12,0,12,0,12,0,12,0,12,94,87,220,140,283,157,46,51,77,65,24,39,61,58,82,106,0,12,0,12,9,15,11,18,16,25,0,12,0,12,0,12,661,214,0,12,0,12,0,12,0,12,0,12,0,12,12,19,80,79,248,142,74,62,23,37,104,109,34,37,42,36,19,31,0,12,0,12,9,15,16,25,0,12,0,12,0,12,0,12
1500000US080310017022,080310017022,"Block Group 2, Census Tract 17.02, Denver County, Colorado",2523,429,1297,245,0,12,7,12,0,12,0,12,145,98,44,40,125,83,68,62,93,74,179,130,129,71,73,63,184,86,15,25,58,46,30,35,53,51,37,42,0,12,31,23,26,29,0,12,0,12,1226,282,7,14,0,12,21,33,0,12,210,122,142,90,119,88,39,50,142,98,107,124,42,38,65,59,47,45,20,33,70,54,34,41,58,54,0,12,16,23,47,40,40,39,0,12,0,12
1500000US080310018001,080310018001,"Block Group 1, Census Tract 18, Denver County, Colorado",1950,212,880,159,21,33,0,12,0,12,0,12,0,12,0,12,56,38,91,61,242,93,112,62,46,41,34,31,52,37,14,17,95,52,11,15,47,54,20,26,7,12,16,18,16,18,0,12,0,12,1070,163,0,12,0,12,0,12,39,33,45,44,0,12,21,32,155,90,354,120,109,58,59,45,31,28,57,38,31,36,40,32,22,28,16,30,19,24,23,22,13,15,9,13,17,19,10,15
1500000US080310018002,080310018002,"Block Group 2, Census Tract 18, Denver County, Colorado",1467,368,894,268,84,64,119,103,52,53,0,12,0,12,18,27,0,12,4,9,51,55,116,64,112,58,88,65,66,59,20,18,22,30,18,28,40,34,28,24,3,6,23,24,20,30,10,18,0,12,573,133,23,25,45,39,26,36,26,25,0,12,20,29,0,12,5,9,43,33,88,54,85,60,49,37,11,19,8,13,34,26,30,32,35,30,0,12,12,17,16,18,6,13,5,13,6,13
1500000US080310019011,080310019011,"Block Group 1, Census Tract 19.01, Denver County, Colorado",851,369,449,176,53,54,39,56,95,60,17,17,36,36,0,12,0,12,0,12,0,12,57,63,29,26,4,10,27,38,9,11,0,12,5,12,0,12,0,12,0,12,23,31,55,40,0,12,0,12,402,238,0,12,94,72,68,52,18,19,0,12,5,12,0,12,0,12,41,58,42,53,72,52,14,34,8,17,0,12,0,12,7,17,0,12,0,12,0,12,23,36,0,12,0,12,10,16
1500000US080310019012,080310019012,"Block Group 2, Census Tract 19.01, Denver County, Colorado",1936,403,987,247,59,48,31,34,31,36,16,24,23,27,0,12,14,23,141,76,64,43,198,93,95,73,39,34,44,45,100,81,48,39,12,21,41,34,13,19,0,12,0,12,8,12,10,15,0,12,949,237,27,26,57,61,86,78,31,52,12,20,28,40,46,43,3,6,57,48,38,28,78,48,49,48,60,59,82,41,101,64,31,28,14,23,34,42,35,38,8,12,16,23,9,15,47,47
1500000US080310019021,080310019021,"Block Group 1, Census Tract 19.02, Denver County, Colorado",798,200,375,140,0,12,0,12,0,12,0,12,270,129,42,21,11,22,3,4,4,6,14,22,11,20,9,10,0,12,4,6,0,12,0,12,3,6,4,6,0,12,0,12,0,12,0,12,0,12,423,146,0,12,0,12,0,12,0,12,276,105,62,43,20,40,22,21,17,24,4,6,0,12,8,8,0,12,0,12,7,9,3,6,4,6,0,12,0,12,0,12,0,12,0,12,0,12
1500000US080310020001,080310020001,"Block Group 1, Census Tract 20, Denver County, Colorado",1962,205,1106,153,29,32,0,12,0,12,0,12,0,12,7,11,26,44,60,47,142,125,98,46,159,71,127,73,45,32,115,72,120,70,57,59,22,25,0,12,21,24,21,24,21,23,36,57,0,12,856,141,0,12,0,12,0,12,0,12,0,12,9,14,0,12,10,12,204,90,72,47,78,49,58,45,54,33,66,40,131,73,37,34,30,27,12,20,0,12,74,51,21,25,0,12,0,12
1500000US080310021001,080310021001,"Block Group 1, Census Tract 21, Denver County, Colorado",1116,336,705,216,0,12,9,18,0,12,0,12,0,12,34,47,0,12,23,32,142,106,97,88,67,64,37,42,49,51,56,62,70,75,15,24,14,22,58,63,34,34,0,12,0,12,0,12,0,12,411,193,0,12,22,38,38,60,0,12,0,12,0,12,0,12,18,33,39,60,49,37,113,90,50,51,0,12,27,33,12,19,0,12,12,19,22,40,0,12,0,12,0,12,0,12,9,20
1500000US080310021002,080310021002,"Block Group 2, Census Tract 21, Denver County, Colorado",1166,340,608,173,23,37,73,85,0,12,0,12,0,12,0,12,0,12,0,12,84,73,135,79,55,53,65,59,50,74,17,27,0,12,0,12,13,24,31,37,35,33,27,31,0,12,0,12,0,12,558,205,10,21,96,91,0,12,0,12,0,12,0,12,0,12,31,41,108,85,107,62,59,59,10,19,46,69,0,12,30,36,24,28,0,12,15,23,0,12,0,12,14,21,0,12,8,17
1500000US080310021003,080310021003,"Block Group 3, Census Tract 21, Denver County, Colorado",1227,283,611,175,33,56,29,45,0,12,0,12,0,12,7,13,0,12,38,61,99,83,157,92,52,52,39,43,82,51,0,12,15,23,0,12,16,26,0,12,14,23,30,33,0,12,0,12,0,12,616,197,0,12,0,12,14,25,0,12,10,15,0,12,0,12,129,132,137,96,55,52,18,28,33,53,25,25,67,81,13,20,14,23,28,34,0,12,0,12,59,66,0,12,0,12,14,24
1500000US080310021004,080310021004,"Block Group 4, Census Tract 21, Denver County, Colorado",478,299,196,104,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,20,31,46,38,93,83,16,24,0,12,16,26,5,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,282,233,100,153,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,24,135,99,17,20,15,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US080310021005,080310021005,"Block Group 5, Census Tract 21, Denver County, Colorado",2149,660,1115,420,36,40,119,61,92,61,0,12,49,85,15,23,0,12,66,74,200,158,106,71,166,109,75,101,0,12,56,99,0,12,67,67,0,12,0,12,12,20,0,12,0,12,0,12,56,71,1034,281,211,122,100,58,0,12,0,12,0,12,0,12,0,12,75,114,8,13,303,103,33,39,85,63,0,12,0,12,120,121,0,12,52,72,0,12,24,25,23,35,0,12,0,12,0,12
1500000US080310023001,080310023001,"Block Group 1, Census Tract 23, Denver County, Colorado",2122,508,889,285,59,72,40,63,151,184,13,20,42,66,0,12,0,12,48,78,118,95,31,50,71,72,144,119,16,24,0,12,113,79,0,12,0,12,11,18,16,21,14,23,2,8,0,12,0,12,1233,385,88,131,125,133,130,86,75,83,7,11,0,12,0,12,9,14,147,109,177,121,181,89,72,100,30,34,45,51,0,12,48,79,40,61,0,12,15,23,34,37,10,15,0,12,0,12
1500000US080310023002,080310023002,"Block Group 2, Census Tract 23, Denver County, Colorado",1212,321,537,188,14,23,24,29,74,76,35,37,11,22,8,17,0,12,0,12,19,27,131,86,56,67,0,12,103,89,22,35,0,12,0,12,29,32,11,18,0,12,0,12,0,12,0,12,0,12,675,193,42,42,57,62,17,27,12,19,11,22,21,34,0,12,0,12,85,76,109,88,48,49,105,85,30,34,0,12,29,34,47,44,11,17,0,12,0,12,18,31,13,20,20,30,0,12
1500000US080310023003,080310023003,"Block Group 3, Census Tract 23, Denver County, Colorado",2467,522,985,227,19,30,22,36,45,40,11,18,13,26,0,12,42,67,11,19,84,51,163,124,78,46,210,126,50,60,74,70,56,52,0,12,14,23,45,55,16,22,22,35,10,19,0,12,0,12,1482,357,59,70,78,64,0,12,34,54,0,12,11,21,0,12,198,157,450,181,226,110,60,48,150,88,83,64,14,22,25,30,0,12,12,20,2,11,9,15,16,19,10,16,17,26,28,40
1500000US080310024021,080310024021,"Block Group 1, Census Tract 24.02, Denver County, Colorado",1071,157,489,95,56,34,8,12,34,28,5,8,0,12,0,12,0,12,30,36,44,30,83,36,19,16,44,30,64,40,56,34,6,9,13,18,7,11,14,22,6,9,0,12,0,12,0,12,0,12,582,112,13,14,10,15,20,17,26,19,17,18,9,13,0,12,34,30,121,89,94,46,46,34,45,31,52,33,30,18,22,27,10,13,4,7,7,11,10,11,12,13,0,12,0,12,0,12
1500000US080310024022,080310024022,"Block Group 2, Census Tract 24.02, Denver County, Colorado",917,170,445,98,61,40,0,12,9,10,4,6,0,12,0,12,0,12,37,31,30,26,55,37,41,29,20,16,48,31,13,17,41,34,4,7,9,22,5,8,8,11,23,20,32,23,0,12,5,7,472,102,45,35,6,9,26,31,0,12,0,12,0,12,0,12,9,11,58,61,85,56,57,38,13,13,28,31,22,15,18,18,5,11,21,21,11,11,22,17,9,12,9,15,10,13,18,21
1500000US080310024031,080310024031,"Block Group 1, Census Tract 24.03, Denver County, Colorado",1203,325,660,280,0,12,7,14,14,26,19,28,0,12,0,12,0,12,27,43,114,81,127,91,98,96,38,40,19,24,58,80,59,85,13,23,13,26,0,12,54,62,0,12,0,12,0,12,0,12,543,217,19,32,22,27,0,12,17,26,0,12,0,12,0,12,14,23,161,183,46,44,59,46,107,84,0,12,13,22,59,65,0,12,0,12,9,15,0,12,17,25,0,12,0,12,0,12
1500000US080310024032,080310024032,"Block Group 2, Census Tract 24.03, Denver County, Colorado",960,224,515,140,60,70,0,12,0,12,0,12,0,12,0,12,0,12,13,20,110,95,76,51,50,50,37,40,28,33,11,20,46,42,13,21,34,44,17,21,13,21,0,12,7,14,0,12,0,12,445,152,0,12,0,12,0,12,0,12,0,12,36,57,0,12,52,67,98,83,41,40,27,32,18,29,25,28,20,24,9,14,80,107,7,14,23,26,0,12,9,18,0,12,0,12,0,12
1500000US080310024033,080310024033,"Block Group 3, Census Tract 24.03, Denver County, Colorado",1522,314,744,279,150,189,8,14,0,12,0,12,0,12,11,23,0,12,48,61,69,66,122,86,82,57,0,12,113,68,77,71,29,37,0,12,13,21,0,12,0,12,0,12,22,38,0,12,0,12,778,216,10,15,0,12,81,91,26,44,0,12,0,12,19,30,59,60,94,59,28,32,72,60,54,57,91,72,33,32,9,13,42,45,38,46,20,33,6,12,9,17,26,35,49,55,12,21
1500000US080310026011,080310026011,"Block Group 1, Census Tract 26.01, Denver County, Colorado",1608,302,810,197,18,30,0,12,0,12,0,12,7,12,0,12,0,12,105,104,213,108,170,86,22,26,67,49,40,49,11,19,47,55,59,7,8,15,13,21,12,19,0,12,0,12,18,28,0,12,798,183,0,12,0,12,0,12,0,12,0,12,0,12,0,12,140,80,302,144,109,62,41,41,45,34,0,12,49,46,69,66,13,20,18,29,0,12,12,20,0,12,0,12,0,12,0,12
1500000US080310026012,080310026012,"Block Group 2, Census Tract 26.01, Denver County, Colorado",1708,282,1127,229,0,12,0,12,0,12,0,12,0,12,0,12,0,12,163,126,164,96,208,116,90,103,18,28,39,40,62,65,96,79,33,39,126,92,9,16,30,34,48,51,27,30,0,12,14,24,581,195,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,143,86,186,158,10,17,31,53,19,31,0,12,17,29,54,45,16,24,45,47,30,36,14,23,0,12,16,26,0,12
1500000US080310026021,080310026021,"Block Group 1, Census Tract 26.02, Denver County, Colorado",2724,208,1379,179,7,10,7,12,0,12,22,29,0,12,0,12,15,24,91,50,364,144,277,110,140,74,122,74,100,50,56,36,47,35,0,12,24,28,30,27,23,19,8,11,8,13,4,9,34,47,1345,168,26,26,0,12,2,5,0,12,24,32,0,12,0,12,112,72,522,159,301,96,64,39,43,33,43,42,65,64,52,31,7,9,14,16,7,11,19,19,24,26,12,22,4,10,4,9
1500000US080310027011,080310027011,"Block Group 1, Census Tract 27.01, Denver County, Colorado",1083,182,587,150,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,16,150,90,172,108,18,29,19,29,88,63,58,71,34,40,0,12,12,19,0,12,22,35,0,12,0,12,0,12,0,12,496,124,0,12,0,12,0,12,0,12,0,12,0,12,8,15,12,18,217,104,99,68,0,12,13,21,0,12,34,41,51,68,13,22,49,60,0,12,0,12,0,12,0,12,0,12,0,12
1500000US080310027012,080310027012,"Block Group 2, Census Tract 27.01, Denver County, Colorado",1128,216,563,116,0,12,18,27,0,12,0,12,0,12,8,12,0,12,38,39,44,37,174,86,27,29,61,52,0,12,45,59,34,38,0,12,0,12,37,38,45,57,32,41,0,12,0,12,0,12,565,147,19,31,0,12,19,28,0,12,0,12,0,12,0,12,22,27,150,68,111,112,20,31,42,46,20,30,0,12,34,55,17,29,0,12,0,12,92,63,0,12,0,12,19,29,0,12
1500000US080310027013,080310027013,"Block Group 3, Census Tract 27.01, Denver County, Colorado",1597,228,965,159,0,12,0,12,8,22,0,12,0,12,0,12,0,12,35,36,336,124,254,110,65,53,39,47,58,48,26,27,79,74,0,12,0,12,22,35,43,68,0,12,0,12,0,12,0,12,632,169,0,12,11,17,0,12,13,22,0,12,0,12,0,12,0,12,213,95,172,102,54,53,42,66,12,21,57,70,36,41,0,12,0,12,0,12,0,12,0,12,0,12,22,34,0,12
1500000US080310027014,080310027014,"Block Group 4, Census Tract 27.01, Denver County, Colorado",913,211,491,184,0,12,0,12,0,12,0,12,0,12,0,12,0,12,83,70,131,67,56,42,57,67,45,68,0,12,41,69,52,79,13,21,0,12,0,12,0,12,13,21,0,12,0,12,0,12,422,133,0,12,0,12,0,12,0,12,0,12,0,12,12,18,61,42,247,109,17,27,17,27,13,21,0,12,40,66,0,12,0,12,0,12,0,12,0,12,0,12,15,24,0,12,0,12
1500000US080310027021,080310027021,"Block Group 1, Census Tract 27.02, Denver County, Colorado",1425,241,753,188,28,36,0,12,0,12,0,12,0,12,0,12,0,12,10,15,191,99,69,48,104,67,5,13,18,31,38,43,68,60,29,41,103,85,17,24,59,50,14,24,0,12,0,12,0,12,672,154,41,45,29,38,0,12,0,12,0,12,0,12,6,12,24,29,198,101,57,48,58,51,44,51,21,32,16,28,38,27,27,43,34,40,20,32,59,52,0,12,0,12,0,12,0,12
1500000US080310027022,080310027022,"Block Group 2, Census Tract 27.02, Denver County, Colorado",1904,351,842,235,31,36,0,12,16,23,32,51,14,21,0,12,0,12,0,12,147,119,244,105,0,12,82,83,50,58,70,85,99,102,0,12,24,39,33,37,0,12,0,12,0,12,0,12,0,12,1062,259,19,26,32,57,0,12,0,12,13,26,0,12,29,32,106,93,336,221,110,68,114,99,66,59,22,30,19,30,121,113,20,31,14,22,0,12,0,12,21,33,0,12,0,12,20,33
1500000US080310027023,080310027023,"Block Group 3, Census Tract 27.02, Denver County, Colorado",995,292,545,184,0,12,0,12,1,3,0,12,0,12,0,12,0,12,64,103,212,125,46,36,37,44,56,55,21,33,22,32,21,25,2,5,33,55,1,3,1,3,21,34,7,13,0,12,0,12,450,204,0,12,0,12,0,12,0,12,0,12,0,12,0,12,59,43,139,116,174,134,18,26,0,12,12,17,18,22,0,12,4,9,17,27,1,3,0,12,7,15,1,3,0,12,0,12
1500000US080310027024,080310027024,"Block Group 4, Census Tract 27.02, Denver County, Colorado",819,153,384,99,0,12,0,12,0,12,0,12,0,12,0,12,0,12,47,42,113,64,94,51,54,50,16,26,0,12,28,43,0,12,0,12,0,12,0,12,0,12,0,12,32,34,0,12,0,12,435,130,0,12,0,12,0,12,0,12,0,12,0,12,0,12,26,32,153,98,91,62,85,81,0,12,0,12,39,47,0,12,0,12,0,12,21,29,20,33,0,12,0,12,0,12,0,12
1500000US080310027025,080310027025,"Block Group 5, Census Tract 27.02, Denver County, Colorado",770,159,454,111,0,12,0,12,0,12,0,12,0,12,6,11,13,21,30,24,105,88,92,64,36,39,3,4,0,12,0,12,23,34,0,12,20,32,21,33,61,54,0,12,0,12,44,48,0,12,316,150,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,21,114,104,83,61,2,4,3,5,2,4,18,30,25,35,0,12,15,23,21,34,0,12,15,25,0,12,0,12,0,12
1500000US080310027031,080310027031,"Block Group 1, Census Tract 27.03, Denver County, Colorado",1607,314,896,240,63,101,52,83,0,12,39,64,10,16,9,14,0,12,71,66,91,68,130,69,166,127,46,73,64,49,65,80,28,32,0,12,14,22,0,12,48,51,0,12,0,12,0,12,0,12,711,182,0,12,0,12,46,75,0,12,48,60,0,12,0,12,83,61,236,124,135,84,68,93,15,23,0,12,0,12,42,54,19,34,19,32,0,12,0,12,0,12,0,12,0,12,0,12
1500000US080310027032,080310027032,"Block Group 2, Census Tract 27.03, Denver County, Colorado",1284,254,751,197,0,12,0,12,0,12,0,12,0,12,0,12,0,12,124,76,257,111,180,115,18,31,84,76,0,12,37,55,11,17,14,22,0,12,0,12,26,29,0,12,0,12,0,12,0,12,533,145,0,12,0,12,0,12,0,12,0,12,0,12,8,15,66,44,191,96,115,98,67,72,44,41,0,12,0,12,0,12,18,29,0,12,0,12,24,37,0,12,0,12,0,12,0,12
1500000US080310027033,080310027033,"Block Group 3, Census Tract 27.03, Denver County, Colorado",1167,265,653,237,15,24,0,12,16,27,0,12,6,14,0,12,0,12,51,44,133,112,136,105,142,95,47,42,12,20,57,71,4,10,0,12,29,32,5,10,0,12,0,12,0,12,0,12,0,12,514,175,12,19,0,12,0,12,0,12,0,12,0,12,0,12,78,94,222,127,47,45,47,42,11,21,77,83,0,12,20,31,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US080310027034,080310027034,"Block Group 4, Census Tract 27.03, Denver County, Colorado",1161,283,594,212,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,15,256,182,78,56,119,73,30,34,0,12,14,22,15,25,0,12,0,12,24,40,0,12,24,38,0,12,24,40,0,12,567,150,0,12,0,12,0,12,98,67,0,12,0,12,0,12,9,15,172,79,104,77,62,49,93,67,3,6,10,17,15,23,0,12,0,12,0,12,0,12,0,12,0,12,1,3,0,12
1500000US080310028011,080310028011,"Block Group 1, Census Tract 28.01, Denver County, Colorado",966,207,354,103,18,27,0,12,20,30,0,12,0,12,0,12,0,12,0,12,15,18,100,66,18,20,23,25,10,15,37,43,34,27,43,54,0,12,0,12,10,15,26,26,0,12,0,12,0,12,612,151,10,15,29,31,8,13,21,24,0,12,0,12,0,12,13,19,137,97,117,73,57,39,85,63,28,47,18,25,25,26,9,14,32,22,0,12,0,12,0,12,0,12,0,12,23,33
1500000US080310028012,080310028012,"Block Group 2, Census Tract 28.01, Denver County, Colorado",779,183,330,119,0,12,25,39,0,12,0,12,0,12,0,12,6,10,0,12,69,65,34,23,10,15,0,12,15,25,32,29,37,28,24,28,29,27,11,18,38,33,0,12,0,12,0,12,0,12,449,147,0,12,9,13,0,12,0,12,0,12,26,42,0,12,49,46,65,44,26,24,9,15,11,17,19,20,65,53,93,45,12,19,11,18,12,18,0,12,42,35,0,12,0,12,0,12
1500000US080310028013,080310028013,"Block Group 3, Census Tract 28.01, Denver County, Colorado",1046,166,503,106,52,41,8,13,12,17,0,12,0,12,0,12,7,10,28,33,67,38,136,67,65,55,35,29,10,15,0,12,19,20,0,12,0,12,35,35,0,12,12,18,17,22,0,12,0,12,543,153,0,12,0,12,0,12,0,12,0,12,0,12,4,8,31,26,167,114,142,69,84,45,10,14,32,28,0,12,30,28,13,18,0,12,0,12,14,21,0,12,16,22,0,12,0,12
1500000US080310028021,080310028021,"Block Group 1, Census Tract 28.02, Denver County, Colorado",1566,323,829,209,24,29,16,20,39,39,18,24,0,12,0,12,0,12,8,12,54,43,206,93,133,70,39,39,90,95,19,23,44,51,14,22,77,72,18,28,11,19,0,12,0,12,0,12,19,30,737,228,33,35,27,34,0,12,9,16,0,12,0,12,0,12,33,31,77,53,222,167,65,54,14,21,36,38,0,12,32,47,77,65,33,37,0,12,14,22,31,35,0,12,14,23,20,30
1500000US080310028022,080310028022,"Block Group 2, Census Tract 28.02, Denver County, Colorado",883,238,336,154,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,41,68,110,111,36,41,98,101,17,26,0,12,17,27,0,12,0,12,0,12,0,12,17,26,0,12,0,12,0,12,547,201,0,12,11,17,0,12,0,12,65,104,17,28,0,12,37,44,108,62,160,119,0,12,24,37,75,91,0,12,18,28,0,12,15,23,0,12,0,12,0,12,17,27,0,12,0,12
1500000US080310028023,080310028023,"Block Group 3, Census Tract 28.02, Denver County, Colorado",1139,425,653,189,12,18,0,12,68,88,0,12,10,17,0,12,0,12,24,22,133,75,31,35,50,80,76,60,133,126,29,33,33,34,17,26,0,12,36,40,0,12,1,4,0,12,0,12,0,12,486,275,90,97,12,20,0,12,49,75,10,17,0,12,68,101,26,22,81,58,18,25,0,12,30,25,11,17,2,4,36,35,15,24,21,32,0,12,0,12,17,26,0,12,0,12,0,12
1500000US080310028024,080310028024,"Block Group 4, Census Tract 28.02, Denver County, Colorado",759,201,397,141,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,132,108,111,88,0,12,43,48,18,30,0,12,0,12,0,12,16,25,15,24,0,12,45,34,0,12,17,27,0,12,362,139,0,12,0,12,0,12,0,12,0,12,0,12,19,29,10,15,113,94,140,96,34,37,0,12,0,12,46,43,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US080310028031,080310028031,"Block Group 1, Census Tract 28.03, Denver County, Colorado",880,222,392,130,0,12,0,12,0,12,0,12,0,12,0,12,0,12,62,62,61,58,62,49,81,60,16,28,17,26,32,36,0,12,16,25,0,12,16,25,0,12,16,25,13,21,0,12,0,12,488,134,44,55,0,12,14,25,0,12,0,12,0,12,0,12,31,30,119,86,73,56,76,47,29,31,14,23,0,12,30,32,0,12,30,33,14,21,0,12,14,22,0,12,0,12,0,12
1500000US080310028032,080310028032,"Block Group 2, Census Tract 28.03, Denver County, Colorado",1473,263,855,198,48,39,13,21,15,24,0,12,0,12,0,12,0,12,0,12,159,97,169,105,66,47,141,96,0,12,59,74,74,66,0,12,38,37,14,22,13,22,14,23,0,12,17,25,15,24,618,180,0,12,0,12,0,12,0,12,0,12,0,12,0,12,143,134,189,99,31,36,76,43,33,37,44,57,14,23,31,37,0,12,0,12,16,25,12,20,0,12,15,24,14,22,0,12
1500000US080310028033,080310028033,"Block Group 3, Census Tract 28.03, Denver County, Colorado",1041,188,538,140,16,25,0,12,0,12,0,12,0,12,0,12,0,12,20,22,127,55,109,63,17,26,99,64,0,12,31,35,62,80,0,12,0,12,27,32,15,24,15,24,0,12,0,12,0,12,503,134,16,24,28,28,13,20,0,12,0,12,0,12,0,12,30,36,123,81,125,84,57,43,46,39,17,26,0,12,16,27,0,12,32,34,0,12,0,12,0,12,0,12,0,12,0,12
1500000US080310028034,080310028034,"Block Group 4, Census Tract 28.03, Denver County, Colorado",1261,237,635,131,14,23,0,12,0,12,0,12,0,12,0,12,0,12,30,37,134,78,79,51,87,58,0,12,65,47,35,39,0,12,0,12,31,33,16,25,0,12,29,46,41,36,17,26,57,40,626,188,0,12,0,12,0,12,51,74,1,2,0,12,0,12,32,30,163,114,80,57,48,43,34,36,50,45,13,23,51,77,0,12,0,12,0,12,0,12,11,18,0,12,2,5,90,54
1500000US080310029011,080310029011,"Block Group 1, Census Tract 29.01, Denver County, Colorado",854,204,457,157,15,17,8,13,15,17,0,12,0,12,0,12,0,12,9,15,82,68,54,41,39,31,115,101,39,24,20,20,22,27,0,12,9,15,0,12,0,12,0,12,0,12,30,34,0,12,397,88,10,14,18,18,7,11,1,3,0,12,1,5,0,12,0,12,37,29,72,48,40,32,51,29,30,25,26,27,9,13,13,20,9,14,20,33,2,4,42,40,0,12,0,12,9,14
1500000US080310029012,080310029012,"Block Group 2, Census Tract 29.01, Denver County, Colorado",1258,215,738,174,63,67,18,27,6,10,0,12,0,12,0,12,40,62,40,28,113,71,70,52,80,68,78,56,102,70,0,12,26,24,35,30,11,12,0,12,0,12,18,29,0,12,38,42,0,12,520,100,20,21,6,11,7,10,7,10,12,20,0,12,15,20,16,24,91,61,90,44,32,27,19,21,12,16,25,22,48,32,9,15,16,16,38,40,0,12,37,44,20,31,0,12,0,12
1500000US080310029013,080310029013,"Block Group 3, Census Tract 29.01, Denver County, Colorado",1198,183,592,121,0,12,9,13,33,32,0,12,0,12,0,12,0,12,41,43,185,82,84,52,97,59,29,26,6,10,8,13,39,26,29,35,6,11,7,10,0,12,19,31,0,12,0,12,0,12,606,116,31,25,27,32,18,20,0,12,0,12,0,12,0,12,32,40,215,73,137,73,52,30,0,12,32,22,27,24,28,24,0,12,0,12,7,10,0,12,0,12,0,12,0,12,0,12
