"","Id","Id2","Geography","Estimate; Total:","Estimate; Native:","Estimate; Native: - Allocated","Estimate; Native: - Not allocated","Estimate; Foreign born:","Estimate; Foreign born: - Allocated","Estimate; Foreign born: - Not allocated"
"461","1500000US080310120144","080310120144","Block Group 4, Census Tract 120.14, Denver County, Colorado",1565,1511,50,1461,54,0,54
"462","1500000US080310153001","080310153001","Block Group 1, Census Tract 153, Denver County, Colorado",1529,1178,31,1147,351,6,345
"463","1500000US080310153002","080310153002","Block Group 2, Census Tract 153, Denver County, Colorado",1669,1396,27,1369,273,0,273
"464","1500000US080310153003","080310153003","Block Group 3, Census Tract 153, Denver County, Colorado",537,502,0,502,35,0,35
"465","1500000US080310154001","080310154001","Block Group 1, Census Tract 154, Denver County, Colorado",1264,1229,80,1149,35,0,35
"466","1500000US080310154002","080310154002","Block Group 2, Census Tract 154, Denver County, Colorado",1025,973,64,909,52,29,23
"467","1500000US080310154003","080310154003","Block Group 3, Census Tract 154, Denver County, Colorado",750,730,35,695,20,11,9
"468","1500000US080310154004","080310154004","Block Group 4, Census Tract 154, Denver County, Colorado",1363,1303,23,1280,60,10,50
"469","1500000US080310155001","080310155001","Block Group 1, Census Tract 155, Denver County, Colorado",1349,862,95,767,487,30,457
"470","1500000US080310155002","080310155002","Block Group 2, Census Tract 155, Denver County, Colorado",1391,1319,79,1240,72,22,50
"471","1500000US080310155003","080310155003","Block Group 3, Census Tract 155, Denver County, Colorado",801,720,39,681,81,0,81
"472","1500000US080310156001","080310156001","Block Group 1, Census Tract 156, Denver County, Colorado",3237,1906,187,1719,1331,240,1091
"473","1500000US080310156002","080310156002","Block Group 2, Census Tract 156, Denver County, Colorado",2004,1123,81,1042,881,25,856
"474","1500000US080310156003","080310156003","Block Group 3, Census Tract 156, Denver County, Colorado",1282,943,0,943,339,79,260
"475","1500000US080310156004","080310156004","Block Group 4, Census Tract 156, Denver County, Colorado",1402,1106,32,1074,296,0,296
"476","1500000US080310157001","080310157001","Block Group 1, Census Tract 157, Denver County, Colorado",1897,1631,107,1524,266,0,266
"477","1500000US080310157002","080310157002","Block Group 2, Census Tract 157, Denver County, Colorado",920,833,16,817,87,50,37
"478","1500000US080310157003","080310157003","Block Group 3, Census Tract 157, Denver County, Colorado",1184,1005,107,898,179,17,162
"479","1500000US080310157004","080310157004","Block Group 4, Census Tract 157, Denver County, Colorado",1648,1430,22,1408,218,0,218
"480","1500000US080319800001","080319800001","Block Group 1, Census Tract 9800, Denver County, Colorado",1449,1331,54,1277,118,0,118
"481","1500000US080319801001","080319801001","Block Group 1, Census Tract 9801, Denver County, Colorado",0,0,0,0,0,0,0
