"session_address_1","session_state","session_city","session_id","camp_name","camp_website","camp_email","camp_phone","camp_address_1","camp_city","camp_state","camp_zip","X","session_name","session_reg_open","session_reg_close","session_size","session_gender","session_min_age","session_max_age","session_cost","session_date_start","session_date_end","session_count","session_address_name","session_zip","session_categories","calendar.date","start.time.hours","end.time.hours","duration","lat","long","lat_lon"
"2940 Dexter St.","CO","Denver","region_co","Collaborative Healing Intiative within Communities - CHIC","https://www.chicdenver.org/?fbclid=IwAR0KTVWt0biPSdXmBTo5pf3vF_usOYeZRBgg7hls_ZdMPaDaCXNmeynM9-E","info@chicdenver.org",NA,"5405 E 33rd Ave","Denver","CO",80207,NA,"CHIC: Wild & Out Youth Summer Camp",NA,NA,NA,"",7,14,"$0 ","6/17/19","7/19/19",NA,"Stedman Elementary",80207,"academic, stem, arts, cooking, sports, nature","6/24/19","8:00am","12:00pm","4 hours",39.759473,-104.932406,"39.759473 -104.932406"
"2940 Dexter St.","CO","Denver","region_co","Collaborative Healing Intiative within Communities - CHIC","https://www.chicdenver.org/?fbclid=IwAR0KTVWt0biPSdXmBTo5pf3vF_usOYeZRBgg7hls_ZdMPaDaCXNmeynM9-E","info@chicdenver.org",NA,"5405 E 33rd Ave","Denver","CO",80207,NA,"CHIC: Wild & Out Youth Summer Camp",NA,NA,NA,"",7,14,"$0 ","6/17/19","7/19/19",NA,"Stedman Elementary",80207,"academic, stem, arts, cooking, sports, nature","6/25/19","8:00am","12:00pm","4 hours",39.759473,-104.932406,"39.759473 -104.932406"
"2940 Dexter St.","CO","Denver","region_co","Collaborative Healing Intiative within Communities - CHIC","https://www.chicdenver.org/?fbclid=IwAR0KTVWt0biPSdXmBTo5pf3vF_usOYeZRBgg7hls_ZdMPaDaCXNmeynM9-E","info@chicdenver.org",NA,"5405 E 33rd Ave","Denver","CO",80207,NA,"CHIC: Wild & Out Youth Summer Camp",NA,NA,NA,"",7,14,"$0 ","6/17/19","7/19/19",NA,"Stedman Elementary",80207,"academic, stem, arts, cooking, sports, nature","6/26/19","8:00am","12:00pm","4 hours",39.759473,-104.932406,"39.759473 -104.932406"
"2940 Dexter St.","CO","Denver","region_co","Collaborative Healing Intiative within Communities - CHIC","https://www.chicdenver.org/?fbclid=IwAR0KTVWt0biPSdXmBTo5pf3vF_usOYeZRBgg7hls_ZdMPaDaCXNmeynM9-E","info@chicdenver.org",NA,"5405 E 33rd Ave","Denver","CO",80207,NA,"CHIC: Wild & Out Youth Summer Camp",NA,NA,NA,"",7,14,"$0 ","6/17/19","7/19/19",NA,"Stedman Elementary",80207,"academic, stem, arts, cooking, sports, nature","6/27/19","8:00am","12:00pm","4 hours",39.759473,-104.932406,"39.759473 -104.932406"
"2940 Dexter St.","CO","Denver","region_co","Collaborative Healing Intiative within Communities - CHIC","https://www.chicdenver.org/?fbclid=IwAR0KTVWt0biPSdXmBTo5pf3vF_usOYeZRBgg7hls_ZdMPaDaCXNmeynM9-E","info@chicdenver.org",NA,"5405 E 33rd Ave","Denver","CO",80207,NA,"CHIC: Wild & Out Youth Summer Camp",NA,NA,NA,"",7,14,"$0 ","6/17/19","7/19/19",NA,"Stedman Elementary",80207,"academic, stem, arts, cooking, sports, nature","6/28/19","8:00am","12:00pm","4 hours",39.759473,-104.932406,"39.759473 -104.932406"
"2940 Dexter St.","CO","Denver","region_co","Collaborative Healing Intiative within Communities - CHIC","https://www.chicdenver.org/?fbclid=IwAR0KTVWt0biPSdXmBTo5pf3vF_usOYeZRBgg7hls_ZdMPaDaCXNmeynM9-E","info@chicdenver.org",NA,"5405 E 33rd Ave","Denver","CO",80207,NA,"CHIC: Wild & Out Youth Summer Camp",NA,NA,NA,"",7,14,"$0 ","6/17/19","7/19/19",NA,"Stedman Elementary",80207,"academic, stem, arts, cooking, sports, nature","7/1/19","8:00am","12:00pm","4 hours",39.759473,-104.932406,"39.759473 -104.932406"
"2940 Dexter St.","CO","Denver","region_co","Collaborative Healing Intiative within Communities - CHIC","https://www.chicdenver.org/?fbclid=IwAR0KTVWt0biPSdXmBTo5pf3vF_usOYeZRBgg7hls_ZdMPaDaCXNmeynM9-E","info@chicdenver.org",NA,"5405 E 33rd Ave","Denver","CO",80207,NA,"CHIC: Wild & Out Youth Summer Camp",NA,NA,NA,"",7,14,"$0 ","6/17/19","7/19/19",NA,"Stedman Elementary",80207,"academic, stem, arts, cooking, sports, nature","7/2/19","8:00am","12:00pm","4 hours",39.759473,-104.932406,"39.759473 -104.932406"
"2940 Dexter St.","CO","Denver","region_co","Collaborative Healing Intiative within Communities - CHIC","https://www.chicdenver.org/?fbclid=IwAR0KTVWt0biPSdXmBTo5pf3vF_usOYeZRBgg7hls_ZdMPaDaCXNmeynM9-E","info@chicdenver.org",NA,"5405 E 33rd Ave","Denver","CO",80207,NA,"CHIC: Wild & Out Youth Summer Camp",NA,NA,NA,"",7,14,"$0 ","6/17/19","7/19/19",NA,"Stedman Elementary",80207,"academic, stem, arts, cooking, sports, nature","7/3/19","8:00am","12:00pm","4 hours",39.759473,-104.932406,"39.759473 -104.932406"
"2940 Dexter St.","CO","Denver","region_co","Collaborative Healing Intiative within Communities - CHIC","https://www.chicdenver.org/?fbclid=IwAR0KTVWt0biPSdXmBTo5pf3vF_usOYeZRBgg7hls_ZdMPaDaCXNmeynM9-E","info@chicdenver.org",NA,"5405 E 33rd Ave","Denver","CO",80207,NA,"CHIC: Wild & Out Youth Summer Camp",NA,NA,NA,"",7,14,"$0 ","6/17/19","7/19/19",NA,"Stedman Elementary",80207,"academic, stem, arts, cooking, sports, nature","7/5/19","8:00am","12:00pm","4 hours",39.759473,-104.932406,"39.759473 -104.932406"
"2940 Dexter St.","CO","Denver","region_co","Collaborative Healing Intiative within Communities - CHIC","https://www.chicdenver.org/?fbclid=IwAR0KTVWt0biPSdXmBTo5pf3vF_usOYeZRBgg7hls_ZdMPaDaCXNmeynM9-E","info@chicdenver.org",NA,"5405 E 33rd Ave","Denver","CO",80207,NA,"CHIC: Wild & Out Youth Summer Camp",NA,NA,NA,"",7,14,"$0 ","6/17/19","7/19/19",NA,"Stedman Elementary",80207,"academic, stem, arts, cooking, sports, nature","7/8/19","8:00am","12:00pm","4 hours",39.759473,-104.932406,"39.759473 -104.932406"
"2940 Dexter St.","CO","Denver","region_co","Collaborative Healing Intiative within Communities - CHIC","https://www.chicdenver.org/?fbclid=IwAR0KTVWt0biPSdXmBTo5pf3vF_usOYeZRBgg7hls_ZdMPaDaCXNmeynM9-E","info@chicdenver.org",NA,"5405 E 33rd Ave","Denver","CO",80207,NA,"CHIC: Wild & Out Youth Summer Camp",NA,NA,NA,"",7,14,"$0 ","6/17/19","7/19/19",NA,"Stedman Elementary",80207,"academic, stem, arts, cooking, sports, nature","7/9/19","8:00am","12:00pm","4 hours",39.759473,-104.932406,"39.759473 -104.932406"
"2940 Dexter St.","CO","Denver","region_co","Collaborative Healing Intiative within Communities - CHIC","https://www.chicdenver.org/?fbclid=IwAR0KTVWt0biPSdXmBTo5pf3vF_usOYeZRBgg7hls_ZdMPaDaCXNmeynM9-E","info@chicdenver.org",NA,"5405 E 33rd Ave","Denver","CO",80207,NA,"CHIC: Wild & Out Youth Summer Camp",NA,NA,NA,"",7,14,"$0 ","6/17/19","7/19/19",NA,"Stedman Elementary",80207,"academic, stem, arts, cooking, sports, nature","7/10/19","8:00am","12:00pm","4 hours",39.759473,-104.932406,"39.759473 -104.932406"
"2940 Dexter St.","CO","Denver","region_co","Collaborative Healing Intiative within Communities - CHIC","https://www.chicdenver.org/?fbclid=IwAR0KTVWt0biPSdXmBTo5pf3vF_usOYeZRBgg7hls_ZdMPaDaCXNmeynM9-E","info@chicdenver.org",NA,"5405 E 33rd Ave","Denver","CO",80207,NA,"CHIC: Wild & Out Youth Summer Camp",NA,NA,NA,"",7,14,"$0 ","6/17/19","7/19/19",NA,"Stedman Elementary",80207,"academic, stem, arts, cooking, sports, nature","7/11/19","8:00am","12:00pm","4 hours",39.759473,-104.932406,"39.759473 -104.932406"
"2940 Dexter St.","CO","Denver","region_co","Collaborative Healing Intiative within Communities - CHIC","https://www.chicdenver.org/?fbclid=IwAR0KTVWt0biPSdXmBTo5pf3vF_usOYeZRBgg7hls_ZdMPaDaCXNmeynM9-E","info@chicdenver.org",NA,"5405 E 33rd Ave","Denver","CO",80207,NA,"CHIC: Wild & Out Youth Summer Camp",NA,NA,NA,"",7,14,"$0 ","6/17/19","7/19/19",NA,"Stedman Elementary",80207,"academic, stem, arts, cooking, sports, nature","7/12/19","8:00am","12:00pm","4 hours",39.759473,-104.932406,"39.759473 -104.932406"
"2940 Dexter St.","CO","Denver","region_co","Collaborative Healing Intiative within Communities - CHIC","https://www.chicdenver.org/?fbclid=IwAR0KTVWt0biPSdXmBTo5pf3vF_usOYeZRBgg7hls_ZdMPaDaCXNmeynM9-E","info@chicdenver.org",NA,"5405 E 33rd Ave","Denver","CO",80207,NA,"CHIC: Wild & Out Youth Summer Camp",NA,NA,NA,"",7,14,"$0 ","6/17/19","7/19/19",NA,"Stedman Elementary",80207,"academic, stem, arts, cooking, sports, nature","7/15/19","8:00am","12:00pm","4 hours",39.759473,-104.932406,"39.759473 -104.932406"
"2940 Dexter St.","CO","Denver","region_co","Collaborative Healing Intiative within Communities - CHIC","https://www.chicdenver.org/?fbclid=IwAR0KTVWt0biPSdXmBTo5pf3vF_usOYeZRBgg7hls_ZdMPaDaCXNmeynM9-E","info@chicdenver.org",NA,"5405 E 33rd Ave","Denver","CO",80207,NA,"CHIC: Wild & Out Youth Summer Camp",NA,NA,NA,"",7,14,"$0 ","6/17/19","7/19/19",NA,"Stedman Elementary",80207,"academic, stem, arts, cooking, sports, nature","7/16/19","8:00am","12:00pm","4 hours",39.759473,-104.932406,"39.759473 -104.932406"
"2940 Dexter St.","CO","Denver","region_co","Collaborative Healing Intiative within Communities - CHIC","https://www.chicdenver.org/?fbclid=IwAR0KTVWt0biPSdXmBTo5pf3vF_usOYeZRBgg7hls_ZdMPaDaCXNmeynM9-E","info@chicdenver.org",NA,"5405 E 33rd Ave","Denver","CO",80207,NA,"CHIC: Wild & Out Youth Summer Camp",NA,NA,NA,"",7,14,"$0 ","6/17/19","7/19/19",NA,"Stedman Elementary",80207,"academic, stem, arts, cooking, sports, nature","7/17/19","8:00am","12:00pm","4 hours",39.759473,-104.932406,"39.759473 -104.932406"
"2940 Dexter St.","CO","Denver","region_co","Collaborative Healing Intiative within Communities - CHIC","https://www.chicdenver.org/?fbclid=IwAR0KTVWt0biPSdXmBTo5pf3vF_usOYeZRBgg7hls_ZdMPaDaCXNmeynM9-E","info@chicdenver.org",NA,"5405 E 33rd Ave","Denver","CO",80207,NA,"CHIC: Wild & Out Youth Summer Camp",NA,NA,NA,"",7,14,"$0 ","6/17/19","7/19/19",NA,"Stedman Elementary",80207,"academic, stem, arts, cooking, sports, nature","7/18/19","8:00am","12:00pm","4 hours",39.759473,-104.932406,"39.759473 -104.932406"
"2940 Dexter St.","CO","Denver","region_co","Collaborative Healing Intiative within Communities - CHIC","https://www.chicdenver.org/?fbclid=IwAR0KTVWt0biPSdXmBTo5pf3vF_usOYeZRBgg7hls_ZdMPaDaCXNmeynM9-E","info@chicdenver.org",NA,"5405 E 33rd Ave","Denver","CO",80207,NA,"CHIC: Wild & Out Youth Summer Camp",NA,NA,NA,"",7,14,"$0 ","6/17/19","7/19/19",NA,"Stedman Elementary",80207,"academic, stem, arts, cooking, sports, nature","7/19/19","8:00am","12:00pm","4 hours",39.759473,-104.932406,"39.759473 -104.932406"
"6160 Kearney St.","CO","Commerce City","region_co","Celebrate the Beat","https://www.ctbeat.org/programs","tiffany@ctbeat.org",NA,"3087 Tejon St. Unit A","Denver","CO",80211,NA,"Celebrate the Beat",NA,NA,NA,"",NA,NA,"$0 ","6/10/19","7/17/19",NA,"Kearney Middle School",80022,"arts, dance","6/10/19","9:30am","3:30pm","6 hours",39.8085359,-104.9168375,"39.8085359 -104.9168375"
"6160 Kearney St.","CO","Commerce City","region_co","Celebrate the Beat","https://www.ctbeat.org/programs","tiffany@ctbeat.org",NA,"3087 Tejon St. Unit A","Denver","CO",80211,NA,"Celebrate the Beat",NA,NA,NA,"",NA,NA,"$0 ","6/10/19","7/17/19",NA,"Kearney Middle School",80022,"arts, dance","6/11/19","9:30am","3:30pm","6 hours",39.8085359,-104.9168375,"39.8085359 -104.9168375"
"6160 Kearney St.","CO","Commerce City","region_co","Celebrate the Beat","https://www.ctbeat.org/programs","tiffany@ctbeat.org",NA,"3087 Tejon St. Unit A","Denver","CO",80211,NA,"Celebrate the Beat",NA,NA,NA,"",NA,NA,"$0 ","6/10/19","7/17/19",NA,"Kearney Middle School",80022,"arts, dance","6/12/19","9:30am","3:30pm","6 hours",39.8085359,-104.9168375,"39.8085359 -104.9168375"
"6160 Kearney St.","CO","Commerce City","region_co","Celebrate the Beat","https://www.ctbeat.org/programs","tiffany@ctbeat.org",NA,"3087 Tejon St. Unit A","Denver","CO",80211,NA,"Celebrate the Beat",NA,NA,NA,"",NA,NA,"$0 ","6/10/19","7/17/19",NA,"Kearney Middle School",80022,"arts, dance","6/13/19","9:30am","3:30pm","6 hours",39.8085359,-104.9168375,"39.8085359 -104.9168375"
"6160 Kearney St.","CO","Commerce City","region_co","Celebrate the Beat","https://www.ctbeat.org/programs","tiffany@ctbeat.org",NA,"3087 Tejon St. Unit A","Denver","CO",80211,NA,"Celebrate the Beat",NA,NA,NA,"",NA,NA,"$0 ","6/10/19","7/17/19",NA,"Kearney Middle School",80022,"arts, dance","6/17/19","9:30am","3:30pm","6 hours",39.8085359,-104.9168375,"39.8085359 -104.9168375"
"6160 Kearney St.","CO","Commerce City","region_co","Celebrate the Beat","https://www.ctbeat.org/programs","tiffany@ctbeat.org",NA,"3087 Tejon St. Unit A","Denver","CO",80211,NA,"Celebrate the Beat",NA,NA,NA,"",NA,NA,"$0 ","6/10/19","7/17/19",NA,"Kearney Middle School",80022,"arts, dance","6/18/19","9:30am","3:30pm","6 hours",39.8085359,-104.9168375,"39.8085359 -104.9168375"
"6160 Kearney St.","CO","Commerce City","region_co","Celebrate the Beat","https://www.ctbeat.org/programs","tiffany@ctbeat.org",NA,"3087 Tejon St. Unit A","Denver","CO",80211,NA,"Celebrate the Beat",NA,NA,NA,"",NA,NA,"$0 ","6/10/19","7/17/19",NA,"Kearney Middle School",80022,"arts, dance","6/19/19","9:30am","3:30pm","6 hours",39.8085359,-104.9168375,"39.8085359 -104.9168375"
"6160 Kearney St.","CO","Commerce City","region_co","Celebrate the Beat","https://www.ctbeat.org/programs","tiffany@ctbeat.org",NA,"3087 Tejon St. Unit A","Denver","CO",80211,NA,"Celebrate the Beat",NA,NA,NA,"",NA,NA,"$0 ","6/10/19","7/17/19",NA,"Kearney Middle School",80022,"arts, dance","6/20/19","9:30am","3:30pm","6 hours",39.8085359,-104.9168375,"39.8085359 -104.9168375"
"6160 Kearney St.","CO","Commerce City","region_co","Celebrate the Beat","https://www.ctbeat.org/programs","tiffany@ctbeat.org",NA,"3087 Tejon St. Unit A","Denver","CO",80211,NA,"Celebrate the Beat",NA,NA,NA,"",NA,NA,"$0 ","6/10/19","7/17/19",NA,"Kearney Middle School",80022,"arts, dance","6/24/19","9:30am","3:30pm","6 hours",39.8085359,-104.9168375,"39.8085359 -104.9168375"
"6160 Kearney St.","CO","Commerce City","region_co","Celebrate the Beat","https://www.ctbeat.org/programs","tiffany@ctbeat.org",NA,"3087 Tejon St. Unit A","Denver","CO",80211,NA,"Celebrate the Beat",NA,NA,NA,"",NA,NA,"$0 ","6/10/19","7/17/19",NA,"Kearney Middle School",80022,"arts, dance","6/25/19","9:30am","3:30pm","6 hours",39.8085359,-104.9168375,"39.8085359 -104.9168375"
"6160 Kearney St.","CO","Commerce City","region_co","Celebrate the Beat","https://www.ctbeat.org/programs","tiffany@ctbeat.org",NA,"3087 Tejon St. Unit A","Denver","CO",80211,NA,"Celebrate the Beat",NA,NA,NA,"",NA,NA,"$0 ","6/10/19","7/17/19",NA,"Kearney Middle School",80022,"arts, dance","6/26/19","9:30am","3:30pm","6 hours",39.8085359,-104.9168375,"39.8085359 -104.9168375"
"6160 Kearney St.","CO","Commerce City","region_co","Celebrate the Beat","https://www.ctbeat.org/programs","tiffany@ctbeat.org",NA,"3087 Tejon St. Unit A","Denver","CO",80211,NA,"Celebrate the Beat",NA,NA,NA,"",NA,NA,"$0 ","6/10/19","7/17/19",NA,"Kearney Middle School",80022,"arts, dance","6/27/19","9:30am","3:30pm","6 hours",39.8085359,-104.9168375,"39.8085359 -104.9168375"
"6160 Kearney St.","CO","Commerce City","region_co","Celebrate the Beat","https://www.ctbeat.org/programs","tiffany@ctbeat.org",NA,"3087 Tejon St. Unit A","Denver","CO",80211,NA,"Celebrate the Beat",NA,NA,NA,"",NA,NA,"$0 ","6/10/19","7/17/19",NA,"Kearney Middle School",80022,"arts, dance","7/1/19","9:30am","3:30pm","6 hours",39.8085359,-104.9168375,"39.8085359 -104.9168375"
"6160 Kearney St.","CO","Commerce City","region_co","Celebrate the Beat","https://www.ctbeat.org/programs","tiffany@ctbeat.org",NA,"3087 Tejon St. Unit A","Denver","CO",80211,NA,"Celebrate the Beat",NA,NA,NA,"",NA,NA,"$0 ","6/10/19","7/17/19",NA,"Kearney Middle School",80022,"arts, dance","7/2/19","9:30am","3:30pm","6 hours",39.8085359,-104.9168375,"39.8085359 -104.9168375"
"6160 Kearney St.","CO","Commerce City","region_co","Celebrate the Beat","https://www.ctbeat.org/programs","tiffany@ctbeat.org",NA,"3087 Tejon St. Unit A","Denver","CO",80211,NA,"Celebrate the Beat",NA,NA,NA,"",NA,NA,"$0 ","6/10/19","7/17/19",NA,"Kearney Middle School",80022,"arts, dance","7/3/19","9:30am","3:30pm","6 hours",39.8085359,-104.9168375,"39.8085359 -104.9168375"
"6160 Kearney St.","CO","Commerce City","region_co","Celebrate the Beat","https://www.ctbeat.org/programs","tiffany@ctbeat.org",NA,"3087 Tejon St. Unit A","Denver","CO",80211,NA,"Celebrate the Beat",NA,NA,NA,"",NA,NA,"$0 ","6/10/19","7/17/19",NA,"Kearney Middle School",80022,"arts, dance","7/8/19","9:30am","3:30pm","6 hours",39.8085359,-104.9168375,"39.8085359 -104.9168375"
"6160 Kearney St.","CO","Commerce City","region_co","Celebrate the Beat","https://www.ctbeat.org/programs","tiffany@ctbeat.org",NA,"3087 Tejon St. Unit A","Denver","CO",80211,NA,"Celebrate the Beat",NA,NA,NA,"",NA,NA,"$0 ","6/10/19","7/17/19",NA,"Kearney Middle School",80022,"arts, dance","7/9/19","9:30am","3:30pm","6 hours",39.8085359,-104.9168375,"39.8085359 -104.9168375"
"6160 Kearney St.","CO","Commerce City","region_co","Celebrate the Beat","https://www.ctbeat.org/programs","tiffany@ctbeat.org",NA,"3087 Tejon St. Unit A","Denver","CO",80211,NA,"Celebrate the Beat",NA,NA,NA,"",NA,NA,"$0 ","6/10/19","7/17/19",NA,"Kearney Middle School",80022,"arts, dance","7/10/19","9:30am","3:30pm","6 hours",39.8085359,-104.9168375,"39.8085359 -104.9168375"
"6160 Kearney St.","CO","Commerce City","region_co","Celebrate the Beat","https://www.ctbeat.org/programs","tiffany@ctbeat.org",NA,"3087 Tejon St. Unit A","Denver","CO",80211,NA,"Celebrate the Beat",NA,NA,NA,"",NA,NA,"$0 ","6/10/19","7/17/19",NA,"Kearney Middle School",80022,"arts, dance","7/11/19","9:30am","3:30pm","6 hours",39.8085359,-104.9168375,"39.8085359 -104.9168375"
"6160 Kearney St.","CO","Commerce City","region_co","Celebrate the Beat","https://www.ctbeat.org/programs","tiffany@ctbeat.org",NA,"3087 Tejon St. Unit A","Denver","CO",80211,NA,"Celebrate the Beat",NA,NA,NA,"",NA,NA,"$0 ","6/10/19","7/17/19",NA,"Kearney Middle School",80022,"arts, dance","7/15/19","9:30am","3:30pm","6 hours",39.8085359,-104.9168375,"39.8085359 -104.9168375"
"6160 Kearney St.","CO","Commerce City","region_co","Celebrate the Beat","https://www.ctbeat.org/programs","tiffany@ctbeat.org",NA,"3087 Tejon St. Unit A","Denver","CO",80211,NA,"Celebrate the Beat",NA,NA,NA,"",NA,NA,"$0 ","6/10/19","7/17/19",NA,"Kearney Middle School",80022,"arts, dance","7/16/19","9:30am","3:30pm","6 hours",39.8085359,-104.9168375,"39.8085359 -104.9168375"
"6160 Kearney St.","CO","Commerce City","region_co","Celebrate the Beat","https://www.ctbeat.org/programs","tiffany@ctbeat.org",NA,"3087 Tejon St. Unit A","Denver","CO",80211,NA,"Celebrate the Beat",NA,NA,NA,"",NA,NA,"$0 ","6/10/19","7/17/19",NA,"Kearney Middle School",80022,"arts, dance","7/17/19","9:30am","3:30pm","6 hours",39.8085359,-104.9168375,"39.8085359 -104.9168375"
"9360 E Colfax","CO","Aurora","region_co","Freedom School","https://www.facebook.com/BLM-5280-Freedom-School-432938897226877/","",NA,"9360 E Colfax ","Aurora","CO",80010,NA,"Freedom School",NA,NA,NA,"both",4,12,"$0 ","7/8/19","7/12/19",NA,"Second Chance Center",80010,"academic","7/8/19","8:00am","1:00pm","5 hours",39.7399131,-104.8791893,"39.7399131 -104.8791893"
"9360 E Colfax","CO","Aurora","region_co","Freedom School","https://www.facebook.com/BLM-5280-Freedom-School-432938897226877/","",NA,"9360 E Colfax ","Aurora","CO",80010,NA,"Freedom School",NA,NA,NA,"both",4,12,"$0 ","7/8/19","7/12/19",NA,"Second Chance Center",80010,"academic","7/9/19","8:00am","1:00pm","5 hours",39.7399131,-104.8791893,"39.7399131 -104.8791893"
"9360 E Colfax","CO","Aurora","region_co","Freedom School","https://www.facebook.com/BLM-5280-Freedom-School-432938897226877/","",NA,"9360 E Colfax ","Aurora","CO",80010,NA,"Freedom School",NA,NA,NA,"both",4,12,"$0 ","7/8/19","7/12/19",NA,"Second Chance Center",80010,"academic","7/10/19","8:00am","1:00pm","5 hours",39.7399131,-104.8791893,"39.7399131 -104.8791893"
"9360 E Colfax","CO","Aurora","region_co","Freedom School","https://www.facebook.com/BLM-5280-Freedom-School-432938897226877/","",NA,"9360 E Colfax ","Aurora","CO",80010,NA,"Freedom School",NA,NA,NA,"both",4,12,"$0 ","7/8/19","7/12/19",NA,"Second Chance Center",80010,"academic","7/11/19","8:00am","1:00pm","5 hours",39.7399131,-104.8791893,"39.7399131 -104.8791893"
"9360 E Colfax","CO","Aurora","region_co","Freedom School","https://www.facebook.com/BLM-5280-Freedom-School-432938897226877/","",NA,"9360 E Colfax ","Aurora","CO",80010,NA,"Freedom School",NA,NA,NA,"both",4,12,"$0 ","7/8/19","7/12/19",NA,"Second Chance Center",80010,"academic","7/12/19","8:00am","1:00pm","5 hours",39.7399131,-104.8791893,"39.7399131 -104.8791893"
